Date,Time ,Datetime,Shark,N,W,Tidal Phase
"Tuesday, 31 July, 2012",11:17:00,7/31/12 11:17,D40,25.73716,-79.24559,M
"Tuesday, 31 July, 2012",11:27:00,7/31/12 11:27,D40,25.73682,-79.24554,M
"Tuesday, 31 July, 2012",11:32:00,7/31/12 11:32,D40,25.73664,-79.24586,M
"Tuesday, 31 July, 2012",11:37:00,7/31/12 11:37,D40,25.73581,-79.2476,M
"Tuesday, 31 July, 2012",11:43:00,7/31/12 11:43,D40,25.73558,-79.24697,M
"Tuesday, 31 July, 2012",13:23:00,7/31/12 13:23,D40,25.73035,-79.25043,L
"Tuesday, 31 July, 2012",13:28:00,7/31/12 13:28,D40,25.73062,-79.25033,L
"Tuesday, 31 July, 2012",13:52:00,7/31/12 13:52,D40,25.73027,-79.25017,L
"Tuesday, 31 July, 2012",13:58:00,7/31/12 13:58,D40,25.73048,-79.25,L
"Tuesday, 31 July, 2012",15:02:00,7/31/12 15:02,D40,25.73039,-79.2501,L
"Tuesday, 31 July, 2012",15:04:00,7/31/12 15:04,D40,25.73022,-79.2502,L
"Tuesday, 31 July, 2012",15:05:00,7/31/12 15:05,D40,25.73031,-79.25016,L
"Tuesday, 31 July, 2012",15:16:00,7/31/12 15:16,D40,25.73048,-79.25021,L
"Tuesday, 31 July, 2012",15:25:00,7/31/12 15:25,D40,25.7304,-79.25004,L
"Tuesday, 31 July, 2012",15:29:00,7/31/12 15:29,D40,25.73041,-79.25012,L
"Tuesday, 31 July, 2012",15:34:00,7/31/12 15:34,D40,25.73048,-79.2501,L
"Tuesday, 31 July, 2012",15:45:00,7/31/12 15:45,D40,25.73042,-79.25007,H
"Tuesday, 31 July, 2012",15:54:00,7/31/12 15:54,D40,25.73034,-79.25073,L
"Wednesday, 1 August, 2012",01:34:00,08/01/12 01:34,D40,25.73817,-79.24522,M
"Wednesday, 1 August, 2012",01:40:00,08/01/12 01:40,D40,25.73777,-79.24557,L
"Wednesday, 1 August, 2012",01:46:00,08/01/12 01:46,D40,25.737,-79.24849,M
"Wednesday, 1 August, 2012",01:51:00,08/01/12 01:51,D40,25.73616,-79.24909,L
"Wednesday, 1 August, 2012",14:14:00,08/01/12 14:14,D40,25.73068,-79.25025,M
"Thursday, 2 August, 2012",15:52:00,08/02/12 15:52,D40,25.73003,-79.24994,L
"Wednesday, 3 September, 2014",16:00:00,09/03/14 16:00,E07,25.72485,-79.24218,H
"Wednesday, 3 September, 2014",16:05:00,09/03/14 16:05,E07,25.72718,-79.24684,H
"Wednesday, 3 September, 2014",16:10:00,09/03/14 16:10,E07,25.72697,-79.24568,H
"Wednesday, 3 September, 2014",16:15:00,09/03/14 16:15,E07,25.72614,-79.24532,H
"Wednesday, 3 September, 2014",16:20:00,09/03/14 16:20,E07,25.72503,-79.24548,H
"Wednesday, 3 September, 2014",16:25:00,09/03/14 16:25,E07,25.72415,-79.24707,H
"Wednesday, 3 September, 2014",16:30:00,09/03/14 16:30,E07,25.72268,-79.24888,H
"Wednesday, 3 September, 2014",16:35:00,09/03/14 16:35,E07,25.72212,-79.25004,H
"Wednesday, 3 September, 2014",16:40:00,09/03/14 16:40,E07,25.72172,-79.25129,H
"Wednesday, 3 September, 2014",16:45:00,09/03/14 16:45,E07,25.72188,-79.2539,H
"Wednesday, 3 September, 2014",16:50:00,09/03/14 16:50,E07,25.72095,-79.25578,L
"Wednesday, 3 September, 2014",16:55:00,09/03/14 16:55,E07,25.72132,-79.25695,H
"Wednesday, 3 September, 2014",17:00:00,09/03/14 17:00,E07,25.7217,-79.25806,H
"Wednesday, 3 September, 2014",17:05:00,09/03/14 17:05,E07,25.72298,-79.25995,H
"Wednesday, 3 September, 2014",17:10:00,09/03/14 17:10,E07,25.72443,-79.2626,H
"Wednesday, 3 September, 2014",17:15:00,09/03/14 17:15,E07,25.7247,-79.26233,H
"Wednesday, 3 September, 2014",17:20:00,09/03/14 17:20,E07,25.72418,-79.26296,H
"Wednesday, 3 September, 2014",17:25:00,09/03/14 17:25,E07,25.72455,-79.26445,H
"Wednesday, 3 September, 2014",17:30:00,09/03/14 17:30,E07,25.72598,-79.26714,H
"Wednesday, 3 September, 2014",17:35:00,09/03/14 17:35,E07,25.72685,-79.26833,H
"Wednesday, 3 September, 2014",17:40:00,09/03/14 17:40,E07,25.72679,-79.26745,H
"Wednesday, 3 September, 2014",17:45:00,09/03/14 17:45,E07,25.72695,-79.26449,H
"Wednesday, 3 September, 2014",17:50:00,09/03/14 17:50,E07,25.72697,-79.26588,H
"Wednesday, 3 September, 2014",17:55:00,09/03/14 17:55,E07,25.72673,-79.26466,H
"Thursday, 4 September, 2014",00:00:00,09/04/14 00:00,E07,25.7366,-79.23607,H
"Thursday, 4 September, 2014",00:05:00,09/04/14 00:05,E07,25.73775,-79.23598,H
"Thursday, 4 September, 2014",00:10:00,09/04/14 00:10,E07,25.7392,-79.23666,H
"Thursday, 4 September, 2014",00:15:00,09/04/14 00:15,E07,25.74089,-79.2369,H
"Thursday, 4 September, 2014",00:20:00,09/04/14 00:20,E07,25.74193,-79.23735,H
"Thursday, 4 September, 2014",00:25:00,09/04/14 00:25,E07,25.74114,-79.23928,H
"Thursday, 4 September, 2014",00:35:00,09/04/14 00:35,E07,25.74095,-79.23963,M
"Thursday, 4 September, 2014",00:40:00,09/04/14 00:40,E07,25.74184,-79.24013,M
"Thursday, 4 September, 2014",00:45:00,09/04/14 00:45,E07,25.74404,-79.24105,M
"Thursday, 4 September, 2014",00:50:00,09/04/14 00:50,E07,25.74494,-79.2401,M
"Thursday, 4 September, 2014",00:55:00,09/04/14 00:55,E07,25.74628,-79.23997,M
"Thursday, 4 September, 2014",01:00:00,09/04/14 01:00,E07,25.74762,-79.24003,M
"Thursday, 4 September, 2014",01:05:00,09/04/14 01:05,E07,25.74804,-79.24109,M
"Thursday, 4 September, 2014",01:10:00,09/04/14 01:10,E07,25.74843,-79.2417,M
"Thursday, 4 September, 2014",01:20:00,09/04/14 01:20,E07,25.74904,-79.24108,M
"Thursday, 4 September, 2014",01:25:00,09/04/14 01:25,E07,25.74968,-79.24167,M
"Thursday, 4 September, 2014",01:30:00,09/04/14 01:30,E07,25.7504,-79.24168,M
"Thursday, 4 September, 2014",01:35:00,09/04/14 01:35,E07,25.75045,-79.24201,M
"Thursday, 4 September, 2014",01:40:00,09/04/14 01:40,E07,25.75188,-79.24231,M
"Thursday, 4 September, 2014",01:45:00,09/04/14 01:45,E07,25.75135,-79.24269,M
"Thursday, 4 September, 2014",01:50:00,09/04/14 01:50,E07,25.74964,-79.24212,M
"Thursday, 4 September, 2014",01:55:00,09/04/14 01:55,E07,25.75001,-79.24089,M
"Thursday, 4 September, 2014",02:00:00,09/04/14 02:00,E07,25.7503,-79.24159,M
"Thursday, 4 September, 2014",02:10:00,09/04/14 02:10,E07,25.74974,-79.2414,M
"Thursday, 4 September, 2014",02:32:00,09/04/14 02:32,E07,25.74258,-79.24065,M
"Thursday, 4 September, 2014",02:37:00,09/04/14 02:37,E07,25.7404,-79.24039,M
"Thursday, 4 September, 2014",02:42:00,09/04/14 02:42,E07,25.73838,-79.2398,M
"Thursday, 4 September, 2014",02:47:00,09/04/14 02:47,E07,25.73573,-79.23992,M
"Thursday, 4 September, 2014",02:52:00,09/04/14 02:52,E07,25.734,-79.23984,M
"Thursday, 4 September, 2014",14:38:00,09/04/14 14:38,E07,25.73074,-79.25633,M
"Thursday, 4 September, 2014",14:44:00,09/04/14 14:44,E07,25.73124,-79.25633,M
"Thursday, 4 September, 2014",14:49:00,09/04/14 14:49,E07,25.73174,-79.25418,M
"Thursday, 4 September, 2014",14:59:00,09/04/14 14:59,E07,25.72923,-79.25642,M
"Thursday, 4 September, 2014",15:04:00,09/04/14 15:04,E07,25.72829,-79.25823,M
"Thursday, 4 September, 2014",15:09:00,09/04/14 15:09,E07,25.72632,-79.2599,M
"Thursday, 4 September, 2014",15:14:00,09/04/14 15:14,E07,25.72445,-79.25202,M
"Thursday, 4 September, 2014",15:19:00,09/04/14 15:19,E07,25.72431,-79.25496,M
"Thursday, 4 September, 2014",15:24:00,09/04/14 15:24,E07,25.72253,-79.25684,M
"Thursday, 4 September, 2014",15:29:00,09/04/14 15:29,E07,25.72078,-79.25802,M
"Thursday, 4 September, 2014",15:34:00,09/04/14 15:34,E07,25.72119,-79.25826,M
"Thursday, 4 September, 2014",15:39:00,09/04/14 15:39,E07,25.72351,-79.26712,M
"Thursday, 4 September, 2014",15:44:00,09/04/14 15:44,E07,25.72572,-79.26511,H
"Thursday, 4 September, 2014",15:54:00,09/04/14 15:54,E07,25.7267,-79.26158,H
"Thursday, 4 September, 2014",15:59:00,09/04/14 15:59,E07,25.72613,-79.26939,H
"Thursday, 4 September, 2014",16:04:00,09/04/14 16:04,E07,25.72466,-79.25943,H
"Thursday, 4 September, 2014",16:09:00,09/04/14 16:09,E07,25.7257,-79.25731,H
"Thursday, 4 September, 2014",16:14:00,09/04/14 16:14,E07,25.72776,-79.25755,H
"Thursday, 4 September, 2014",16:19:00,09/04/14 16:19,E07,25.72322,-79.25664,H
"Thursday, 4 September, 2014",16:24:00,09/04/14 16:24,E07,25.73053,-79.25608,H
"Thursday, 4 September, 2014",16:29:00,09/04/14 16:29,E07,25.73077,-79.25596,H
"Thursday, 4 September, 2014",16:34:00,09/04/14 16:34,E07,25.73052,-79.25612,H
"Thursday, 4 September, 2014",16:39:00,09/04/14 16:39,E07,25.7317,-79.25548,H
"Thursday, 4 September, 2014",16:44:00,09/04/14 16:44,E07,25.73288,-79.25354,H
"Thursday, 4 September, 2014",16:49:00,09/04/14 16:49,E07,25.7334,-79.2517,H
"Thursday, 4 September, 2014",16:51:00,09/04/14 16:51,E07,25.73294,-79.25158,H
"Thursday, 4 September, 2014",16:54:00,09/04/14 16:54,E07,25.73223,-79.25139,H
"Thursday, 4 September, 2014",16:59:00,09/04/14 16:59,E07,25.73325,-79.2521,H
"Thursday, 4 September, 2014",17:04:00,09/04/14 17:04,E07,25.73347,-79.25123,H
"Thursday, 4 September, 2014",17:09:00,09/04/14 17:09,E07,25.7339,-79.25032,H
"Thursday, 4 September, 2014",17:14:00,09/04/14 17:14,E07,25.73318,-79.24945,H
"Thursday, 4 September, 2014",17:19:00,09/04/14 17:19,E07,25.73389,-79.2505,H
"Thursday, 4 September, 2014",17:24:00,09/04/14 17:24,E07,25.73301,-79.25205,M
"Thursday, 4 September, 2014",17:29:00,09/04/14 17:29,E07,25.7326,-79.25305,H
"Thursday, 4 September, 2014",21:59:00,09/04/14 21:59,E07,25.73352,-79.23883,H
"Thursday, 4 September, 2014",22:03:00,09/04/14 22:03,E07,25.73379,-79.23886,H
"Thursday, 4 September, 2014",22:08:00,09/04/14 22:08,E07,25.73409,-79.2365,H
"Thursday, 4 September, 2014",22:13:00,09/04/14 22:13,E07,25.73244,-79.23522,H
"Thursday, 4 September, 2014",22:18:00,09/04/14 22:18,E07,25.73052,-79.23576,H
"Thursday, 4 September, 2014",22:25:00,09/04/14 22:25,E07,25.72983,-79.23571,H
"Thursday, 4 September, 2014",22:30:00,09/04/14 22:30,E07,25.73059,-79.23702,H
"Thursday, 4 September, 2014",23:30:00,09/04/14 23:30,E07,25.73409,-79.23853,H
"Thursday, 4 September, 2014",23:35:00,09/04/14 23:35,E07,25.73266,-79.23975,H
"Thursday, 4 September, 2014",23:40:00,09/04/14 23:40,E07,25.73363,-79.24033,H
"Thursday, 4 September, 2014",23:45:00,09/04/14 23:45,E07,25.73493,-79.2389,H
"Thursday, 4 September, 2014",23:50:00,09/04/14 23:50,E07,25.73458,-79.23726,H
"Thursday, 4 September, 2014",23:55:00,09/04/14 23:55,E07,25.73525,-79.23647,H
"Friday, 5 September, 2014",00:00:00,09/05/14 00:00,E07,25.73352,-79.23922,L
"Friday, 5 September, 2014",00:05:00,09/05/14 00:05,E07,25.73425,-79.23612,L
"Friday, 5 September, 2014",00:10:00,09/05/14 00:10,E07,25.73457,-79.23757,L
"Friday, 5 September, 2014",00:15:00,09/05/14 00:15,E07,25.73322,-79.23457,L
"Friday, 5 September, 2014",16:40:00,09/05/14 16:40,E07,25.73157,-79.25529,L
"Friday, 5 September, 2014",16:45:00,09/05/14 16:45,E07,25.73114,-79.25412,L
"Friday, 5 September, 2014",16:50:00,09/05/14 16:50,E07,25.73039,-79.25578,L
"Friday, 5 September, 2014",16:55:00,09/05/14 16:55,E07,25.72954,-79.25719,L
"Friday, 5 September, 2014",17:00:00,09/05/14 17:00,E07,25.72765,-79.25933,M
"Friday, 5 September, 2014",17:05:00,09/05/14 17:05,E07,25.72567,-79.25385,H
"Friday, 5 September, 2014",17:10:00,09/05/14 17:10,E07,25.72624,-79.25311,H
"Friday, 5 September, 2014",17:15:00,09/05/14 17:15,E07,25.72477,-79.25998,H
"Friday, 5 September, 2014",17:20:00,09/05/14 17:20,E07,25.72313,-79.26017,H
"Friday, 5 September, 2014",17:25:00,09/05/14 17:25,E07,25.72224,-79.26028,H
"Friday, 5 September, 2014",17:30:00,09/05/14 17:30,E07,25.72164,-79.25979,H
"Friday, 5 September, 2014",23:20:00,09/05/14 23:20,E07,25.73097,-79.24704,H
"Friday, 5 September, 2014",23:25:00,09/05/14 23:25,E07,25.73106,-79.24751,H
"Friday, 5 September, 2014",23:30:00,09/05/14 23:30,E07,25.72865,-79.24646,H
"Friday, 5 September, 2014",23:35:00,09/05/14 23:35,E07,25.7278,-79.24651,H
"Friday, 5 September, 2014",23:40:00,09/05/14 23:40,E07,25.72836,-79.24343,L
"Friday, 5 September, 2014",23:45:00,09/05/14 23:45,E07,25.72931,-79.24201,L
"Friday, 5 September, 2014",23:50:00,09/05/14 23:50,E07,25.73127,-79.24069,L
"Friday, 5 September, 2014",23:55:00,09/05/14 23:55,E07,25.73275,-79.24049,L
"Sunday, 7 September, 2014",00:05:00,09/07/14 00:05,E07,25.72551,-79.23815,L
"Sunday, 7 September, 2014",00:10:00,09/07/14 00:10,E07,25.72442,-79.23824,L
"Sunday, 7 September, 2014",00:15:00,09/07/14 00:15,E07,25.72312,-79.23914,L
"Sunday, 7 September, 2014",00:20:00,09/07/14 00:20,E07,25.72214,-79.24126,L
"Sunday, 7 September, 2014",00:25:00,09/07/14 00:25,E07,25.72134,-79.24152,L
"Sunday, 7 September, 2014",00:30:00,09/07/14 00:30,E07,25.7201,-79.2416,L
"Sunday, 7 September, 2014",00:35:00,09/07/14 00:35,E07,25.71924,-79.243,H
"Sunday, 7 September, 2014",00:40:00,09/07/14 00:40,E07,25.71826,-79.2428,L
"Sunday, 7 September, 2014",00:45:00,09/07/14 00:45,E07,25.71683,-79.24344,L
"Sunday, 7 September, 2014",00:50:00,09/07/14 00:50,E07,25.71596,-79.24413,L
"Sunday, 7 September, 2014",00:55:00,09/07/14 00:55,E07,25.71508,-79.24474,L
"Sunday, 7 September, 2014",01:00:00,09/07/14 01:00,E07,25.71471,-79.24588,L
"Sunday, 7 September, 2014",01:05:00,09/07/14 01:05,E07,25.71377,-79.24608,L
"Sunday, 7 September, 2014",01:10:00,09/07/14 01:10,E07,25.71232,-79.2469,L
"Sunday, 7 September, 2014",01:15:00,09/07/14 01:15,E07,25.71101,-79.24651,L
"Sunday, 7 September, 2014",01:20:00,09/07/14 01:20,E07,25.71022,-79.24626,L
"Sunday, 7 September, 2014",01:25:00,09/07/14 01:25,E07,25.70921,-79.24614,L
"Sunday, 7 September, 2014",01:30:00,09/07/14 01:30,E07,25.70812,-79.2456,L
"Sunday, 7 September, 2014",01:35:00,09/07/14 01:35,E07,25.70665,-79.24632,L
"Sunday, 7 September, 2014",01:40:00,09/07/14 01:40,E07,25.70541,-79.24587,L
"Sunday, 7 September, 2014",01:45:00,09/07/14 01:45,E07,25.70421,-79.24706,L
"Sunday, 7 September, 2014",01:50:00,09/07/14 01:50,E07,25.70357,-79.24701,L
"Sunday, 7 September, 2014",01:55:00,09/07/14 01:55,E07,25.70323,-79.24659,L
"Sunday, 7 September, 2014",02:00:00,09/07/14 02:00,E07,25.7042,-79.24523,M
"Sunday, 7 September, 2014",02:05:00,09/07/14 02:05,E07,25.70553,-79.24489,M
"Sunday, 7 September, 2014",02:10:00,09/07/14 02:10,E07,25.70427,-79.24383,M
"Sunday, 7 September, 2014",23:48:00,09/07/14 23:48,E07,25.72919,-79.24038,H
"Sunday, 7 September, 2014",23:53:00,09/07/14 23:53,E07,25.72805,-79.23957,L
"Sunday, 7 September, 2014",23:58:00,09/07/14 23:58,E07,25.72728,-79.2384,L
"Tuesday, 2 October, 2012",13:03:00,10/02/12 13:03,E50,25.73503,-79.24969,H
"Tuesday, 2 October, 2012",13:14:00,10/02/12 13:14,E50,25.73405,-79.25132,H
"Tuesday, 2 October, 2012",13:19:00,10/02/12 13:19,E50,25.73282,-79.25356,M
"Tuesday, 2 October, 2012",13:30:00,10/02/12 13:30,E50,25.73241,-79.25329,H
"Tuesday, 2 October, 2012",13:35:00,10/02/12 13:35,E50,25.73303,-79.25265,M
"Tuesday, 2 October, 2012",13:42:00,10/02/12 13:42,E50,25.73296,-79.25197,M
"Wednesday, 3 October, 2012",09:33:00,10/03/12 09:33,E50,25.73524,-79.24854,H
"Wednesday, 3 October, 2012",09:38:00,10/03/12 09:38,E50,25.73437,-79.24913,H
"Wednesday, 3 October, 2012",09:43:00,10/03/12 09:43,E50,25.7347,-79.24945,H
"Wednesday, 3 October, 2012",09:48:00,10/03/12 09:48,E50,25.73484,-79.24997,H
"Wednesday, 3 October, 2012",09:53:00,10/03/12 09:53,E50,25.73483,-79.25002,H
"Wednesday, 3 October, 2012",10:13:00,10/03/12 10:13,E50,25.73484,-79.24999,H
"Wednesday, 3 October, 2012",10:18:00,10/03/12 10:18,E50,25.73482,-79.24998,H
"Wednesday, 3 October, 2012",10:28:00,10/03/12 10:28,E50,25.73485,-79.25001,M
"Wednesday, 3 October, 2012",10:33:00,10/03/12 10:33,E50,25.73481,-79.25001,H
"Wednesday, 3 October, 2012",10:38:00,10/03/12 10:38,E50,25.73482,-79.25998,H
"Wednesday, 3 October, 2012",10:46:00,10/03/12 10:46,E50,25.73452,-79.24822,H
"Wednesday, 3 October, 2012",10:51:00,10/03/12 10:51,E50,25.73445,-79.2437,H
"Wednesday, 3 October, 2012",11:01:00,10/03/12 11:01,E50,25.7335,-79.24986,M
"Wednesday, 3 October, 2012",11:06:00,10/03/12 11:06,E50,25.73323,-79.24914,M
"Wednesday, 3 October, 2012",11:20:00,10/03/12 11:20,E50,25.73182,-79.24879,H
"Wednesday, 3 October, 2012",11:26:00,10/03/12 11:26,E50,25.73191,-79.24878,M
"Wednesday, 3 October, 2012",11:31:00,10/03/12 11:31,E50,25.73164,-79.2487,H
"Wednesday, 3 October, 2012",11:36:00,10/03/12 11:36,E50,25.73136,-79.24845,H
"Wednesday, 1 October, 2014",01:03:00,10/01/14 01:03,F7F,25.73701,-79.24668,H
"Wednesday, 1 October, 2014",01:09:00,10/01/14 01:09,F7F,25.7378,-79.24547,H
"Wednesday, 1 October, 2014",01:14:00,10/01/14 01:14,F7F,25.73786,-79.24545,H
"Wednesday, 1 October, 2014",01:19:00,10/01/14 01:19,F7F,25.73784,-79.24541,H
"Wednesday, 1 October, 2014",01:24:00,10/01/14 01:24,F7F,25.73869,-79.24638,H
"Wednesday, 1 October, 2014",01:29:00,10/01/14 01:29,F7F,25.73896,-79.24784,H
"Wednesday, 1 October, 2014",01:34:00,10/01/14 01:34,F7F,25.73713,-79.24771,H
"Wednesday, 1 October, 2014",01:39:00,10/01/14 01:39,F7F,25.73779,-79.24702,H
"Wednesday, 1 October, 2014",01:44:00,10/01/14 01:44,F7F,25.73779,-79.2475,H
"Wednesday, 1 October, 2014",01:52:00,10/01/14 01:52,F7F,25.73808,-79.248,H
"Wednesday, 1 October, 2014",01:57:00,10/01/14 01:57,F7F,25.73814,-79.24645,M
"Wednesday, 1 October, 2014",02:02:00,10/01/14 02:02,F7F,25.73757,-79.24636,H
"Wednesday, 1 October, 2014",03:03:00,10/01/14 03:03,F7F,25.73464,-79.24767,H
"Wednesday, 1 October, 2014",12:38:00,10/01/14 12:38,F7F,25.7332,-79.24942,H
"Wednesday, 1 October, 2014",12:43:00,10/01/14 12:43,F7F,25.73502,-79.24891,H
"Wednesday, 1 October, 2014",12:52:00,10/01/14 12:52,F7F,25.73153,-79.25514,H
"Wednesday, 1 October, 2014",12:53:00,10/01/14 12:53,F7F,25.73484,-79.24817,H
"Wednesday, 1 October, 2014",12:57:00,10/01/14 12:57,F7F,25.73298,-79.25413,H
"Wednesday, 1 October, 2014",12:58:00,10/01/14 12:58,F7F,25.73589,-79.24783,H
"Wednesday, 1 October, 2014",13:02:00,10/01/14 13:02,F7F,25.73434,-79.25345,H
"Wednesday, 1 October, 2014",13:07:00,10/01/14 13:07,F7F,25.73608,-79.25317,H
"Wednesday, 1 October, 2014",13:12:00,10/01/14 13:12,F7F,25.7356,-79.25262,H
"Wednesday, 1 October, 2014",13:17:00,10/01/14 13:17,F7F,25.73505,-79.25039,H
"Wednesday, 1 October, 2014",13:22:00,10/01/14 13:22,F7F,25.73466,-79.25941,H
"Wednesday, 1 October, 2014",13:27:00,10/01/14 13:27,F7F,25.73498,-79.25889,H
"Wednesday, 1 October, 2014",13:32:00,10/01/14 13:32,F7F,25.73492,-79.25007,H
"Wednesday, 1 October, 2014",13:37:00,10/01/14 13:37,F7F,25.73402,-79.25089,H
"Wednesday, 1 October, 2014",13:42:00,10/01/14 13:42,F7F,25.73312,-79.25393,H
"Wednesday, 1 October, 2014",13:47:00,10/01/14 13:47,F7F,25.73406,-79.25006,H
"Wednesday, 1 October, 2014",13:52:00,10/01/14 13:52,F7F,25.73375,-79.25116,M
"Thursday, 2 October, 2014",01:23:00,10/02/14 01:23,F7F,25.72687,-79.25488,H
"Thursday, 2 October, 2014",01:28:00,10/02/14 01:28,F7F,25.72801,-79.2548,H
"Thursday, 2 October, 2014",13:17:00,10/02/14 13:17,F7F,25.72726,-79.26034,H
"Thursday, 2 October, 2014",13:23:00,10/02/14 13:23,F7F,25.7278,-79.26121,H
"Thursday, 2 October, 2014",15:05:00,10/02/14 15:05,F7F,25.72772,-79.25925,M
"Thursday, 2 October, 2014",15:10:00,10/02/14 15:10,F7F,25.72946,-79.25819,M
"Thursday, 2 October, 2014",15:23:00,10/02/14 15:23,F7F,25.7284,-79.25962,H
"Thursday, 2 October, 2014",15:28:00,10/02/14 15:28,F7F,25.72798,-79.25979,H
"Thursday, 2 October, 2014",15:33:00,10/02/14 15:33,F7F,25.72808,-79.26022,H
"Friday, 3 October, 2014",04:21:00,10/03/14 04:21,F7F,25.731,-79.2482,H
"Saturday, 4 October, 2014",15:07:00,10/04/14 15:07,F7F,25.72964,-79.2576,M
"Saturday, 4 October, 2014",15:12:00,10/04/14 15:12,F7F,25.72823,-79.25817,M
"Saturday, 4 October, 2014",15:17:00,10/04/14 15:17,F7F,25.72662,-79.26037,M
"Saturday, 4 October, 2014",15:22:00,10/04/14 15:22,F7F,25.72544,-79.26261,M
"Saturday, 4 October, 2014",15:27:00,10/04/14 15:27,F7F,25.72497,-79.26515,M
"Saturday, 4 October, 2014",15:32:00,10/04/14 15:32,F7F,25.72559,-79.26758,M
"Saturday, 4 October, 2014",15:37:00,10/04/14 15:37,F7F,25.72509,-79.27067,M
"Saturday, 4 October, 2014",15:42:00,10/04/14 15:42,F7F,25.72504,-79.27161,M
"Monday, 29 September, 2014",16:54:00,9/29/14 16:54,F7F,25.72955,-79.24907,H
"Monday, 29 September, 2014",17:02:00,9/29/14 17:02,F7F,25.73069,-79.24933,M
"Monday, 29 September, 2014",17:05:00,9/29/14 17:05,F7F,25.73069,-79.25093,M
"Monday, 29 September, 2014",17:07:00,9/29/14 17:07,F7F,25.72991,-79.2516,M
"Monday, 29 September, 2014",17:10:00,9/29/14 17:10,F7F,25.72988,-79.25337,M
"Tuesday, 30 September, 2014",03:15:00,9/30/14 03:15,F7F,25.72762,-79.24821,M
"Tuesday, 30 September, 2014",03:20:00,9/30/14 03:20,F7F,25.72874,-79.246,M
"Tuesday, 30 September, 2014",03:25:00,9/30/14 03:25,F7F,25.73042,-79.24484,M
"Tuesday, 30 September, 2014",03:30:00,9/30/14 03:30,F7F,25.73044,-79.24519,M
"Tuesday, 30 September, 2014",03:35:00,9/30/14 03:35,F7F,25.73039,-79.24611,H
"Tuesday, 30 September, 2014",03:40:00,9/30/14 03:40,F7F,25.73122,-79.24789,H
"Tuesday, 30 September, 2014",03:45:00,9/30/14 03:45,F7F,25.73169,-79.24806,H
"Tuesday, 30 September, 2014",03:50:00,9/30/14 03:50,F7F,25.7313,-79.24871,H
"Tuesday, 30 September, 2014",03:55:00,9/30/14 03:55,F7F,25.73144,-79.24929,L
"Tuesday, 30 September, 2014",11:47:00,9/30/14 11:47,F7F,25.73353,-79.25241,H
"Tuesday, 30 September, 2014",11:53:00,9/30/14 11:53,F7F,25.73459,-79.25103,H
"Tuesday, 30 September, 2014",11:58:00,9/30/14 11:58,F7F,25.735,-79.2495,H
"Tuesday, 30 September, 2014",12:03:00,9/30/14 12:03,F7F,25.7356,-79.2485,M
"Tuesday, 30 September, 2014",21:47:00,9/30/14 21:47,F7F,25.72797,-79.2441,M
"Wednesday, 19 March, 2014",12:25:00,3/19/14 12:25,O82,25.73611,-79.2513,H
"Wednesday, 19 March, 2014",12:30:00,3/19/14 12:30,O82,25.73682,-79.24965,H
"Wednesday, 19 March, 2014",12:35:00,3/19/14 12:35,O82,25.73622,-79.24847,H
"Thursday, 20 March, 2014",00:12:00,3/20/14 00:12,O82,25.73386,-79.24996,H
"Thursday, 20 March, 2014",00:17:00,3/20/14 00:17,O82,25.73172,-79.25118,H
"Thursday, 20 March, 2014",00:22:00,3/20/14 00:22,O82,25.73327,-79.24905,H
"Thursday, 20 March, 2014",00:29:00,3/20/14 00:29,O82,25.73355,-79.24935,H
"Thursday, 20 March, 2014",00:34:00,3/20/14 00:34,O82,25.73325,-79.2517,H
"Thursday, 20 March, 2014",00:39:00,3/20/14 00:39,O82,25.73265,-79.25142,H
"Thursday, 20 March, 2014",00:49:00,3/20/14 00:49,O82,25.7335,-79.2535,H
"Thursday, 20 March, 2014",00:54:00,3/20/14 00:54,O82,25.73353,-79.25231,H
"Thursday, 20 March, 2014",00:59:00,3/20/14 00:59,O82,25.73363,-79.25294,H
"Thursday, 20 March, 2014",01:06:00,3/20/14 01:06,O82,25.73363,-79.25271,H
"Thursday, 20 March, 2014",01:12:00,3/20/14 01:12,O82,25.73206,-79.25142,H
"Thursday, 20 March, 2014",01:17:00,3/20/14 01:17,O82,25.73195,-79.25017,H
"Thursday, 20 March, 2014",01:22:00,3/20/14 01:22,O82,25.73102,-79.24804,H
"Thursday, 20 March, 2014",01:28:00,3/20/14 01:28,O82,25.73088,-79.24863,H
"Thursday, 20 March, 2014",01:33:00,3/20/14 01:33,O82,25.73112,-79.25121,H
"Thursday, 20 March, 2014",01:38:00,3/20/14 01:38,O82,25.72935,-79.25032,H
"Thursday, 20 March, 2014",01:49:00,3/20/14 01:49,O82,25.72792,-79.25224,H
"Thursday, 20 March, 2014",01:54:00,3/20/14 01:54,O82,25.7258,-79.25144,H
"Thursday, 20 March, 2014",01:59:00,3/20/14 01:59,O82,25.72398,-79.25087,H
"Thursday, 20 March, 2014",02:04:00,3/20/14 02:04,O82,25.72338,-79.25237,H
"Thursday, 20 March, 2014",02:09:00,3/20/14 02:09,O82,25.72246,-79.25162,H
"Thursday, 20 March, 2014",02:14:00,3/20/14 02:14,O82,25.72117,-79.25129,H
"Thursday, 20 March, 2014",02:19:00,3/20/14 02:19,O82,25.72183,-79.25196,M
"Thursday, 20 March, 2014",02:24:00,3/20/14 02:24,O82,25.72097,-79.25043,M
