"Datetime","Shark","T.Ph","Lat","Lon"
2014-09-04 16:34:00,"E07","H",25.73052,-79.25612
2014-09-04 16:39:00,"E07","H",25.7317,-79.25548
2014-09-04 16:44:00,"E07","H",25.73288,-79.25354
2014-09-04 16:49:00,"E07","H",25.7334,-79.2517
2014-09-04 16:51:00,"E07","H",25.73294,-79.25158
2014-09-04 16:54:00,"E07","H",25.73223,-79.25139
2014-09-04 16:59:00,"E07","H",25.73325,-79.2521
2014-09-04 17:04:00,"E07","H",25.73347,-79.25123
2014-09-04 17:09:00,"E07","H",25.7339,-79.25032
2014-09-04 17:14:00,"E07","H",25.73318,-79.24945
2014-09-04 17:19:00,"E07","H",25.73389,-79.2505
2014-09-04 17:24:00,"E07","M",25.73301,-79.25205
2014-09-04 17:29:00,"E07","H",25.7326,-79.25305
2014-09-04 21:59:00,"E07","H",25.73352,-79.23883
2014-09-04 22:03:00,"E07","H",25.73379,-79.23886
2014-09-04 22:08:00,"E07","H",25.73409,-79.2365
2014-09-04 22:13:00,"E07","H",25.73244,-79.23522
2014-09-04 22:18:00,"E07","H",25.73052,-79.23576
2014-09-04 22:25:00,"E07","H",25.72983,-79.23571
2014-09-04 22:30:00,"E07","H",25.73059,-79.23702
2014-09-04 23:30:00,"E07","H",25.73409,-79.23853
2014-09-04 23:35:00,"E07","H",25.73266,-79.23975
2014-09-04 23:40:00,"E07","H",25.73363,-79.24033
2014-09-04 23:45:00,"E07","H",25.73493,-79.2389
2014-09-04 23:50:00,"E07","H",25.73458,-79.23726
2014-09-04 23:55:00,"E07","H",25.73525,-79.23647
2014-09-05 00:00:00,"E07","L",25.73352,-79.23922
2014-09-05 00:05:00,"E07","L",25.73425,-79.23612
2014-09-05 00:10:00,"E07","L",25.73457,-79.23757
2014-09-05 00:15:00,"E07","L",25.73322,-79.23457
2014-09-05 16:40:00,"E07","L",25.73157,-79.25529
2014-09-05 16:45:00,"E07","L",25.73114,-79.25412
2014-09-05 16:50:00,"E07","L",25.73039,-79.25578
2014-09-05 16:55:00,"E07","L",25.72954,-79.25719
2014-09-05 17:00:00,"E07","M",25.72765,-79.25933
2014-09-05 17:05:00,"E07","H",25.72567,-79.25385
2014-09-05 17:10:00,"E07","H",25.72624,-79.25311
2014-09-05 17:15:00,"E07","H",25.72477,-79.25998
2014-09-05 17:20:00,"E07","H",25.72313,-79.26017
2014-09-05 17:25:00,"E07","H",25.72224,-79.26028
2014-09-05 17:30:00,"E07","H",25.72164,-79.25979
2014-09-05 23:20:00,"E07","H",25.73097,-79.24704
2014-09-05 23:25:00,"E07","H",25.73106,-79.24751
2014-09-05 23:30:00,"E07","H",25.72865,-79.24646
2014-09-05 23:35:00,"E07","H",25.7278,-79.24651
2014-09-05 23:40:00,"E07","L",25.72836,-79.24343
2014-09-05 23:45:00,"E07","L",25.72931,-79.24201
2014-09-05 23:50:00,"E07","L",25.73127,-79.24069
2014-09-05 23:55:00,"E07","L",25.73275,-79.24049
2014-09-07 00:05:00,"E07","L",25.72551,-79.23815
2014-09-07 00:10:00,"E07","L",25.72442,-79.23824
2014-09-07 00:15:00,"E07","L",25.72312,-79.23914
2014-09-07 00:20:00,"E07","L",25.72214,-79.24126
2014-09-07 00:25:00,"E07","L",25.72134,-79.24152
2014-09-07 00:30:00,"E07","L",25.7201,-79.2416
2014-09-07 00:35:00,"E07","H",25.71924,-79.243
2014-09-07 00:40:00,"E07","L",25.71826,-79.2428
2014-09-07 00:45:00,"E07","L",25.71683,-79.24344
2014-09-07 00:50:00,"E07","L",25.71596,-79.24413
2014-09-07 00:55:00,"E07","L",25.71508,-79.24474
2014-09-07 01:00:00,"E07","L",25.71471,-79.24588
2014-09-07 01:05:00,"E07","L",25.71377,-79.24608
2014-09-07 01:10:00,"E07","L",25.71232,-79.2469
2014-09-07 01:15:00,"E07","L",25.71101,-79.24651
2014-09-07 01:20:00,"E07","L",25.71022,-79.24626
2014-09-07 01:25:00,"E07","L",25.70921,-79.24614
2014-09-07 01:30:00,"E07","L",25.70812,-79.2456
2014-09-07 01:35:00,"E07","L",25.70665,-79.24632
2014-09-07 01:40:00,"E07","L",25.70541,-79.24587
2014-09-07 01:45:00,"E07","L",25.70421,-79.24706
2014-09-07 01:50:00,"E07","L",25.70357,-79.24701
2014-09-07 01:55:00,"E07","L",25.70323,-79.24659
2014-09-07 02:00:00,"E07","M",25.7042,-79.24523
2014-09-07 02:05:00,"E07","M",25.70553,-79.24489
2014-09-07 02:10:00,"E07","M",25.70427,-79.24383
2014-09-07 23:48:00,"E07","H",25.72919,-79.24038
2014-09-07 23:53:00,"E07","L",25.72805,-79.23957
2014-09-07 23:58:00,"E07","L",25.72728,-79.2384
2012-10-02 13:03:00,"E50","H",25.73503,-79.24969
2012-10-02 13:14:00,"E50","H",25.73405,-79.25132
2012-10-02 13:19:00,"E50","M",25.73282,-79.25356
2012-10-02 13:30:00,"E50","H",25.73241,-79.25329
2012-10-02 13:35:00,"E50","M",25.73303,-79.25265
2012-10-02 13:42:00,"E50","M",25.73296,-79.25197
2012-10-03 09:33:00,"E50","H",25.73524,-79.24854
2012-10-03 09:38:00,"E50","H",25.73437,-79.24913
2012-10-03 09:43:00,"E50","H",25.7347,-79.24945
2012-10-03 09:48:00,"E50","H",25.73484,-79.24997
2012-10-03 09:53:00,"E50","H",25.73483,-79.25002
2012-10-03 10:13:00,"E50","H",25.73484,-79.24999
2012-10-03 10:18:00,"E50","H",25.73482,-79.24998
2012-10-03 10:28:00,"E50","M",25.73485,-79.25001
2012-10-03 10:33:00,"E50","H",25.73481,-79.25001
2012-10-03 10:38:00,"E50","H",25.73482,-79.25998
2012-10-03 10:46:00,"E50","H",25.73452,-79.24822
2012-10-03 10:51:00,"E50","H",25.73445,-79.2437
2012-10-03 11:01:00,"E50","M",25.7335,-79.24986
2012-10-03 11:06:00,"E50","M",25.73323,-79.24914
2012-10-03 11:20:00,"E50","H",25.73182,-79.24879
2012-10-03 11:26:00,"E50","M",25.73191,-79.24878
2012-10-03 11:31:00,"E50","H",25.73164,-79.2487
2012-10-03 11:36:00,"E50","H",25.73136,-79.24845
2014-09-29 16:54:00,"F7F","H",25.72955,-79.24907
2014-09-29 17:02:00,"F7F","M",25.73069,-79.24933
2014-09-29 17:05:00,"F7F","M",25.73069,-79.25093
2014-09-29 17:07:00,"F7F","M",25.72991,-79.2516
2014-09-29 17:10:00,"F7F","M",25.72988,-79.25337
2014-09-30 03:15:00,"F7F","M",25.72762,-79.24821
2014-09-30 03:20:00,"F7F","M",25.72874,-79.246
2014-09-30 03:25:00,"F7F","M",25.73042,-79.24484
2014-09-30 03:30:00,"F7F","M",25.73044,-79.24519
2014-09-30 03:35:00,"F7F","H",25.73039,-79.24611
2014-09-30 03:40:00,"F7F","H",25.73122,-79.24789
2014-09-30 03:45:00,"F7F","H",25.73169,-79.24806
2014-09-30 03:50:00,"F7F","H",25.7313,-79.24871
2014-09-30 03:55:00,"F7F","L",25.73144,-79.24929
2014-09-30 11:47:00,"F7F","H",25.73353,-79.25241
2014-09-30 11:53:00,"F7F","H",25.73459,-79.25103
2014-09-30 11:58:00,"F7F","H",25.735,-79.2495
2014-09-30 12:03:00,"F7F","M",25.7356,-79.2485
2014-09-30 21:47:00,"F7F","M",25.72797,-79.2441
2014-10-01 01:03:00,"F7F","H",25.73701,-79.24668
2014-10-01 01:09:00,"F7F","H",25.7378,-79.24547
2014-10-01 01:14:00,"F7F","H",25.73786,-79.24545
2014-10-01 01:19:00,"F7F","H",25.73784,-79.24541
2014-10-01 01:24:00,"F7F","H",25.73869,-79.24638
2014-10-01 01:29:00,"F7F","H",25.73896,-79.24784
2014-10-01 01:34:00,"F7F","H",25.73713,-79.24771
2014-10-01 01:39:00,"F7F","H",25.73779,-79.24702
2014-10-01 01:44:00,"F7F","H",25.73779,-79.2475
2014-10-01 01:52:00,"F7F","H",25.73808,-79.248
2014-10-01 01:57:00,"F7F","M",25.73814,-79.24645
2014-10-01 02:02:00,"F7F","H",25.73757,-79.24636
2014-10-01 03:03:00,"F7F","H",25.73464,-79.24767
2014-10-01 12:38:00,"F7F","H",25.7332,-79.24942
2014-10-01 12:43:00,"F7F","H",25.73502,-79.24891
2014-10-01 12:52:00,"F7F","H",25.73153,-79.25514
2014-10-01 12:53:00,"F7F","H",25.73484,-79.24817
2014-10-01 12:57:00,"F7F","H",25.73298,-79.25413
2014-10-01 12:58:00,"F7F","H",25.73589,-79.24783
2014-10-01 13:02:00,"F7F","H",25.73434,-79.25345
2014-10-01 13:07:00,"F7F","H",25.73608,-79.25317
2014-10-01 13:12:00,"F7F","H",25.7356,-79.25262
2014-10-01 13:17:00,"F7F","H",25.73505,-79.25039
2014-10-01 13:22:00,"F7F","H",25.73466,-79.25941
2014-10-01 13:27:00,"F7F","H",25.73498,-79.25889
2014-10-01 13:32:00,"F7F","H",25.73492,-79.25007
2014-10-01 13:37:00,"F7F","H",25.73402,-79.25089
2014-10-01 13:42:00,"F7F","H",25.73312,-79.25393
2014-10-01 13:47:00,"F7F","H",25.73406,-79.25006
2014-10-01 13:52:00,"F7F","M",25.73375,-79.25116
2014-10-02 01:23:00,"F7F","H",25.72687,-79.25488
2014-10-02 01:28:00,"F7F","H",25.72801,-79.2548
2014-10-02 13:17:00,"F7F","H",25.72726,-79.26034
2014-10-02 13:23:00,"F7F","H",25.7278,-79.26121
2014-10-02 15:05:00,"F7F","M",25.72772,-79.25925
2014-10-02 15:10:00,"F7F","M",25.72946,-79.25819
2014-10-02 15:23:00,"F7F","H",25.7284,-79.25962
2014-10-02 15:28:00,"F7F","H",25.72798,-79.25979
2014-10-02 15:33:00,"F7F","H",25.72808,-79.26022
2014-10-03 04:21:00,"F7F","H",25.731,-79.2482
2014-10-04 15:07:00,"F7F","M",25.72964,-79.2576
2014-10-04 15:12:00,"F7F","M",25.72823,-79.25817
2014-10-04 15:17:00,"F7F","M",25.72662,-79.26037
2014-10-04 15:22:00,"F7F","M",25.72544,-79.26261
2014-10-04 15:27:00,"F7F","M",25.72497,-79.26515
2014-10-04 15:32:00,"F7F","M",25.72559,-79.26758
2014-10-04 15:37:00,"F7F","M",25.72509,-79.27067
2014-10-04 15:42:00,"F7F","M",25.72504,-79.27161
2014-03-19 12:25:00,"O82","H",25.73611,-79.2513
2014-03-19 12:30:00,"O82","H",25.73682,-79.24965
2014-03-19 12:35:00,"O82","H",25.73622,-79.24847
2014-03-20 00:12:00,"O82","H",25.73386,-79.24996
2014-03-20 00:17:00,"O82","H",25.73172,-79.25118
2014-03-20 00:22:00,"O82","H",25.73327,-79.24905
2014-03-20 00:29:00,"O82","H",25.73355,-79.24935
2014-03-20 00:34:00,"O82","H",25.73325,-79.2517
2014-03-20 00:39:00,"O82","H",25.73265,-79.25142
2014-03-20 00:49:00,"O82","H",25.7335,-79.2535
2014-03-20 00:54:00,"O82","H",25.73353,-79.25231
2014-03-20 00:59:00,"O82","H",25.73363,-79.25294
2014-03-20 01:06:00,"O82","H",25.73363,-79.25271
2014-03-20 01:12:00,"O82","H",25.73206,-79.25142
2014-03-20 01:17:00,"O82","H",25.73195,-79.25017
2014-03-20 01:22:00,"O82","H",25.73102,-79.24804
2014-03-20 01:28:00,"O82","H",25.73088,-79.24863
2014-03-20 01:33:00,"O82","H",25.73112,-79.25121
2014-03-20 01:38:00,"O82","H",25.72935,-79.25032
2014-03-20 01:49:00,"O82","H",25.72792,-79.25224
2014-03-20 01:54:00,"O82","H",25.7258,-79.25144
2014-03-20 01:59:00,"O82","H",25.72398,-79.25087
2014-03-20 02:04:00,"O82","H",25.72338,-79.25237
2014-03-20 02:09:00,"O82","H",25.72246,-79.25162
2014-03-20 02:14:00,"O82","H",25.72117,-79.25129
2014-03-20 02:19:00,"O82","M",25.72183,-79.25196
2014-03-20 02:24:00,"O82","M",25.72097,-79.25043
2014-03-20 02:29:00,"O82","M",25.71903,-79.24918
2014-03-21 01:04:00,"O82","H",25.7333,-79.25282
2014-03-21 01:09:00,"O82","H",25.73211,-79.25273
2014-03-21 01:14:00,"O82","H",25.73295,-79.25134
2014-03-21 01:19:00,"O82","H",25.73378,-79.25224
2014-03-21 01:24:00,"O82","H",25.73502,-79.25194
2014-03-21 01:29:00,"O82","H",25.7352,-79.25176
2014-03-21 01:34:00,"O82","H",25.73625,-79.25292
2014-03-21 01:44:00,"O82","H",25.73564,-79.25223
2014-03-21 01:49:00,"O82","H",25.73424,-79.25162
2014-03-21 01:55:00,"O82","H",25.73412,-79.2504
2014-03-21 02:01:00,"O82","H",25.73272,-79.24903
2014-03-21 02:06:00,"O82","H",25.73226,-79.24874
2014-03-21 02:11:00,"O82","H",25.73172,-79.24906
2014-03-21 02:16:00,"O82","H",25.73077,-79.24847
2014-03-21 02:24:00,"O82","H",25.73109,-79.2488
2014-03-21 11:40:00,"O82","M",25.73707,-79.25983
2014-03-21 11:45:00,"O82","M",25.72586,-79.25902
2014-03-21 11:50:00,"O82","M",25.72399,-79.2577
2014-03-21 11:52:00,"O82","M",25.72551,-79.25738
2014-03-21 11:55:00,"O82","H",25.72619,-79.25691
2014-03-21 12:00:00,"O82","H",25.7279,-79.25672
2014-03-21 12:05:00,"O82","H",25.72708,-79.25616
2014-03-21 12:10:00,"O82","H",25.72528,-79.25617
2014-03-21 12:15:00,"O82","H",25.72447,-79.25747
2014-03-21 12:20:00,"O82","H",25.72379,-79.25448
2014-03-21 12:25:00,"O82","H",25.72348,-79.26153
2014-03-21 12:30:00,"O82","H",25.7248,-79.26322
2014-03-21 12:35:00,"O82","H",25.72624,-79.2635
2014-03-21 12:40:00,"O82","H",25.72694,-79.26515
2014-03-21 12:45:00,"O82","H",25.72701,-79.26419
2014-03-21 12:50:00,"O82","H",25.72736,-79.26205
2014-03-21 12:55:00,"O82","H",25.72581,-79.26196
2014-03-21 13:00:00,"O82","H",25.72533,-79.26127
2014-03-21 13:05:00,"O82","H",25.72643,-79.26022
2014-03-21 13:10:00,"O82","H",25.727,-79.25928
2014-03-21 13:15:00,"O82","H",25.72771,-79.25936
2014-03-21 13:20:00,"O82","H",25.72884,-79.25936
2014-03-21 13:25:00,"O82","H",25.72647,-79.25946
2014-03-21 13:30:00,"O82","H",25.72513,-79.26065
2014-03-21 13:35:00,"O82","H",25.72463,-79.26775
2014-03-21 13:40:00,"O82","H",25.72191,-79.26291
2014-03-21 13:45:00,"O82","L",25.7203,-79.2643
2014-03-21 13:50:00,"O82","H",25.72016,-79.26567
2014-03-21 13:55:00,"O82","M",25.71917,-79.26634
2014-03-22 01:00:00,"O82","H",25.72678,-79.24952
2014-03-22 01:06:00,"O82","H",25.72654,-79.24713
2014-03-22 01:18:00,"O82","H",25.72931,-79.24936
2014-03-23 00:27:00,"O82","H",25.72886,-79.25223
2014-03-23 00:32:00,"O82","H",25.72716,-79.2519
2014-03-23 00:45:00,"O82","H",25.72832,-79.25144
2014-03-23 00:55:00,"O82","H",25.72693,-79.2512
2014-03-23 00:58:00,"O82","H",25.72695,-79.25139
2014-03-23 01:03:00,"O82","H",25.72748,-79.2513
2014-03-23 01:08:00,"O82","H",25.72665,-79.25363
2014-03-23 01:13:00,"O82","H",25.72492,-79.25363
2014-03-23 01:18:00,"O82","H",25.72519,-79.25541
2014-03-23 01:23:00,"O82","H",25.72441,-79.2574
2014-03-23 01:28:00,"O82","H",25.72404,-79.25817
2014-03-23 01:33:00,"O82","H",25.72422,-79.25992
2014-03-23 01:38:00,"O82","H",25.72443,-79.26228
2014-03-23 01:43:00,"O82","H",25.72533,-79.26219
2014-03-23 01:47:00,"O82","H",25.72418,-79.25193
2014-03-23 01:52:00,"O82","H",25.72445,-79.26385
2014-03-23 01:57:00,"O82","H",25.72351,-79.26321
2014-03-23 02:02:00,"O82","H",25.72374,-79.26349
2014-03-23 02:07:00,"O82","H",25.72501,-79.26317
2014-03-23 02:12:00,"O82","H",25.72452,-79.26268
2014-03-23 02:17:00,"O82","H",25.72369,-79.26218
2014-03-23 02:22:00,"O82","H",25.7247,-79.26198
2014-03-23 02:27:00,"O82","H",25.72541,-79.2635
2013-07-26 10:15:00,"X267","H",25.7339,-79.24774
2013-07-26 10:20:00,"X267","H",25.73498,-79.24827
2013-07-26 10:25:00,"X267","H",25.73495,-79.24855
2013-07-26 10:30:00,"X267","H",25.73433,-79.24845
2013-07-26 10:35:00,"X267","H",25.73424,-79.2496
2013-07-26 10:40:00,"X267","H",25.73427,-79.24986
2013-07-26 10:46:00,"X267","H",25.73502,-79.24865
2013-07-26 10:51:00,"X267","M",25.74536,-79.2473
2013-07-26 10:56:00,"X267","H",25.73574,-79.24894
2013-07-26 11:01:00,"X267","H",25.73592,-79.24972
2013-07-26 11:06:00,"X267","M",25.73636,-79.25131
2013-07-26 11:11:00,"X267","M",25.73612,-79.25255
2013-07-26 11:20:00,"X267","M",25.73643,-79.25252
2013-07-26 11:25:00,"X267","M",25.73589,-79.25175
2013-07-26 11:30:00,"X267","M",25.73574,-79.2517
2013-07-26 11:36:00,"X267","M",25.73549,-79.24936
2013-07-26 11:42:00,"X267","M",25.73317,-79.2489
2013-07-26 11:45:00,"X267","M",25.73364,-79.24919
2013-07-26 11:49:00,"X267","M",25.73333,-79.24859
2013-07-26 11:55:00,"X267","M",25.73269,-79.24732
2013-07-26 12:00:00,"X267","M",25.7318,-79.24787
2013-07-26 12:05:00,"X267","M",25.73139,-79.24839
2013-07-26 12:10:00,"X267","M",25.73143,-79.24861
2013-07-26 12:15:00,"X267","M",25.73124,-79.24762
2013-07-26 12:20:00,"X267","M",25.73112,-79.24777
2013-07-26 12:25:00,"X267","M",25.73136,-79.24761
2013-07-26 12:30:00,"X267","M",25.73093,-79.24682
2013-07-26 12:35:00,"X267","M",25.73058,-79.24699
2013-07-26 12:40:00,"X267","M",25.73111,-79.24824
2013-07-26 12:45:00,"X267","M",25.73206,-79.24845
2013-07-26 12:50:00,"X267","M",25.73325,-79.24831
2013-07-26 12:55:00,"X267","M",25.73233,-79.24735
2013-07-27 11:07:00,"X267","H",25.7316,-79.24826
2013-07-27 11:12:00,"X267","H",25.73165,-79.2483
2013-07-27 11:17:00,"X267","H",25.73141,-79.24844
2013-07-27 11:22:00,"X267","H",25.73262,-79.24786
2013-07-27 11:27:00,"X267","H",25.73291,-79.24712
2013-07-27 11:32:00,"X267","H",25.73314,-79.24769
2013-07-27 11:37:00,"X267","H",25.73356,-79.24738
2013-07-27 11:42:00,"X267","H",25.73354,-79.24804
2013-07-27 11:47:00,"X267","H",25.7341,-79.24809
2013-07-27 11:52:00,"X267","H",25.73352,-79.24903
2013-07-27 11:57:00,"X267","M",25.73359,-79.24898
2013-07-27 12:02:00,"X267","M",25.73363,-79.24912
2013-07-27 12:07:00,"X267","M",25.73351,-79.24936
2013-07-27 12:12:00,"X267","M",25.73373,-79.25007
2013-07-27 12:17:00,"X267","M",25.7336,-79.24948
2013-07-27 12:22:00,"X267","M",25.73321,-79.2597
2013-07-27 12:27:00,"X267","M",25.73292,-79.25101
2013-07-27 12:32:00,"X267","M",25.73309,-79.25088
2013-07-27 12:37:00,"X267","M",25.73257,-79.25036
2013-07-27 12:42:00,"X267","M",25.73176,-79.25056
2013-07-27 12:47:00,"X267","M",25.73116,-79.25116
2013-07-27 12:52:00,"X267","M",25.73094,-79.25159
2013-07-27 12:57:00,"X267","M",25.73003,-79.25104
2013-07-27 14:04:00,"X267","M",25.7276,-79.25002
2013-07-27 14:10:00,"X267","M",25.72784,-79.25029
2013-07-27 14:15:00,"X267","L",25.72644,-79.25033
2013-07-27 14:20:00,"X267","L",25.7254,-79.24908
2013-07-27 14:25:00,"X267","L",25.72488,-79.24882
2013-07-27 14:30:00,"X267","L",25.72552,-79.24855
2013-07-27 14:36:00,"X267","L",25.72481,-79.24686
2013-07-27 14:41:00,"X267","L",25.72524,-79.24595
2013-07-27 14:46:00,"X267","L",25.72511,-79.24615
2013-07-27 14:51:00,"X267","L",25.72562,-79.24539
2013-07-27 14:56:00,"X267","L",25.72488,-79.24525
2013-07-27 15:06:00,"X267","L",25.7286,-79.24369
2013-07-27 15:10:00,"X267","L",25.72475,-79.24371
2013-07-27 15:15:00,"X267","L",25.72591,-79.24455
2013-07-27 15:20:00,"X267","L",25.72497,-79.24299
2013-07-27 15:25:00,"X267","L",25.72386,-79.24172
2013-07-27 15:30:00,"X267","L",25.72378,-79.24052
2013-07-27 15:35:00,"X267","L",25.7246,-79.24042
2013-07-27 15:40:00,"X267","L",25.72414,-79.24107
2013-07-27 15:45:00,"X267","L",25.72461,-79.2423
2013-07-27 15:50:00,"X267","L",25.72449,-79.24359
2013-07-27 15:55:00,"X267","L",25.72366,-79.24447
2013-07-27 16:00:00,"X267","L",25.72603,-79.24545
2013-07-27 16:05:00,"X267","L",25.72564,-79.246
2013-07-28 11:55:00,"X267","L",25.73255,-79.24738
2013-07-28 12:00:00,"X267","L",25.73322,-79.24705
2013-07-28 12:05:00,"X267","H",25.73239,-79.24721
2013-07-28 12:10:00,"X267","H",25.73185,-79.24762
2013-07-28 12:15:00,"X267","M",25.73125,-79.24762
2013-07-28 12:20:00,"X267","H",25.73064,-79.24703
2013-07-28 12:25:00,"X267","H",25.72975,-79.24674
2013-07-28 12:30:00,"X267","H",25.72986,-79.24813
2013-07-28 12:35:00,"X267","M",25.7293,-79.25092
2013-07-28 12:40:00,"X267","M",25.72925,-79.25716
2013-07-28 13:15:00,"X267","M",25.73137,-79.25072
2013-07-28 13:20:00,"X267","M",25.73187,-79.25188
2013-07-28 13:25:00,"X267","M",25.73191,-79.25109
2013-07-28 13:27:00,"X267","M",25.73198,-79.25083
2013-07-28 13:32:00,"X267","M",25.73153,-79.25047
2013-07-28 13:37:00,"X267","M",25.73197,-79.24959
2013-07-28 13:42:00,"X267","M",25.7319,-79.24944
2013-07-28 13:47:00,"X267","M",25.7321,-79.2494
2013-07-28 13:52:00,"X267","M",25.7321,-79.2494
2013-07-28 13:57:00,"X267","M",25.7321,-79.2494
2013-07-28 14:02:00,"X267","M",25.7314,-79.25013
2013-07-28 14:04:00,"X267","M",25.73112,-79.25005
2013-07-28 14:12:00,"X267","M",25.73114,-79.24988
2013-07-28 14:18:00,"X267","M",25.73109,-79.24929
2013-07-28 14:22:00,"X267","M",25.73127,-79.2491
2013-07-28 14:26:00,"X267","H",25.73125,-79.24883
2013-07-28 14:31:00,"X267","M",25.73123,-79.24797
2013-07-28 14:41:00,"X267","M",25.73116,-79.24809
2013-07-28 14:52:00,"X267","M",25.73119,-79.24799
2013-07-28 15:03:00,"X267","L",25.73073,-79.24816
2013-07-28 15:10:00,"X267","L",25.72998,-79.24756
2013-07-28 15:15:00,"X267","L",25.72941,-79.24738
2013-07-28 15:20:00,"X267","L",25.72934,-79.24733
2013-07-28 15:25:00,"X267","L",25.72766,-79.24763
2013-07-28 15:30:00,"X267","L",25.7262,-79.24732
2013-07-28 15:35:00,"X267","L",25.72611,-79.24695
2013-07-28 15:40:00,"X267","L",25.72568,-79.24582
2013-07-28 15:45:00,"X267","L",25.72553,-79.24587
2013-07-28 15:50:00,"X267","H",25.72516,-79.24645
2013-07-28 15:55:00,"X267","L",25.72608,-79.24744
2013-07-28 16:00:00,"X267","L",25.72576,-79.24828
2013-07-28 16:05:00,"X267","L",25.72477,-79.2487
2013-07-28 16:10:00,"X267","L",25.72698,-79.24977
2013-07-28 16:15:00,"X267","L",25.72376,-79.25052
2013-07-28 16:20:00,"X267","L",25.72505,-79.25181
2013-07-28 16:25:00,"X267","L",25.72599,-79.25234
2013-07-28 16:30:00,"X267","L",25.72479,-79.25262
2013-07-28 16:35:00,"X267","L",25.72385,-79.2533
2013-07-28 16:40:00,"X267","L",25.72356,-79.25426
2013-07-28 16:45:00,"X267","L",25.72263,-79.25527
2014-09-29 16:35:00,"X345","L",25.72626,-79.25471
2014-09-29 17:35:00,"X345","H",25.72866,-79.24683
2014-09-29 17:40:00,"X345","H",25.72782,-79.24662
2014-09-29 17:45:00,"X345","H",25.72707,-79.2463
2014-09-30 00:01:00,"X345","H",25.72909,-79.2548
2014-09-30 00:06:00,"X345","H",25.7289,-79.25779
2014-09-30 00:11:00,"X345","H",25.72881,-79.25554
2014-09-30 00:16:00,"X345","H",25.73011,-79.25557
2014-09-30 00:21:00,"X345","H",25.72814,-79.25607
2014-09-30 00:26:00,"X345","L",25.72919,-79.25525
2014-09-30 00:31:00,"X345","H",25.72871,-79.25655
2014-09-30 00:38:00,"X345","H",25.72801,-79.25815
2014-09-30 00:43:00,"X345","H",25.72726,-79.25955
2014-09-30 00:48:00,"X345","H",25.72742,-79.25955
2014-09-30 00:53:00,"X345","H",25.72685,-79.26047
2014-09-30 00:58:00,"X345","M",25.72702,-79.25932
2014-09-30 01:08:00,"X345","H",25.72614,-79.25771
2014-09-30 01:40:00,"X345","M",25.72376,-79.26024
2014-09-30 01:49:00,"X345","M",25.72419,-79.26136
2014-09-30 02:19:00,"X345","M",25.72592,-79.26979
2014-09-30 02:51:00,"X345","M",25.72925,-79.25687
2014-09-30 02:56:00,"X345","H",25.73026,-79.25501
2014-09-30 03:06:00,"X345","H",25.72884,-79.25377
2014-09-30 11:34:00,"X345","H",25.73114,-79.25349
2014-09-30 11:39:00,"X345","H",25.73093,-79.25258
2014-09-30 11:44:00,"X345","H",25.73331,-79.25244
2014-09-30 11:52:00,"X345","H",25.73441,-79.25128
2014-09-30 12:07:00,"X345","H",25.73347,-79.25098
2014-09-30 12:13:00,"X345","H",25.73266,-79.2527
2014-09-30 12:18:00,"X345","H",25.73094,-79.2536
2014-09-30 12:23:00,"X345","H",25.72989,-79.25555
2014-09-30 12:28:00,"X345","H",25.72798,-79.25569
2014-09-30 12:36:00,"X345","H",25.72718,-79.25429
2014-09-30 12:41:00,"X345","H",25.72959,-79.25466
2014-09-30 12:46:00,"X345","H",25.73085,-79.25552
2014-09-30 12:51:00,"X345","M",25.73291,-79.25369
2014-09-30 12:56:00,"X345","H",25.73136,-79.25393
2014-09-30 13:00:00,"X345","H",25.73055,-79.25362
2014-09-30 13:05:00,"X345","H",25.73143,-79.25321
2014-09-30 13:10:00,"X345","H",25.73186,-79.25259
2014-09-30 13:15:00,"X345","H",25.73207,-79.25201
2014-09-30 13:20:00,"X345","H",25.73169,-79.25259
2014-09-30 13:25:00,"X345","H",25.73101,-79.25319
2014-09-30 13:30:00,"X345","H",25.73016,-79.25391
2014-09-30 13:40:00,"X345","H",25.72907,-79.25546
2014-09-30 13:45:00,"X345","H",25.7273,-79.25603
2014-09-30 13:50:00,"X345","H",25.72089,-79.25594
2014-09-30 13:55:00,"X345","H",25.7268,-79.25726
2014-09-30 14:00:00,"X345","H",25.7277,-79.25859
2014-09-30 14:05:00,"X345","H",25.72765,-79.2607
2014-09-30 14:10:00,"X345","H",25.72718,-79.26339
2014-09-30 14:15:00,"X345","H",25.72593,-79.26519
2014-09-30 14:20:00,"X345","H",25.72582,-79.2647
2014-09-30 14:25:00,"X345","H",25.72571,-79.26043
2014-09-30 14:30:00,"X345","H",25.72476,-79.26789
2014-09-30 14:35:00,"X345","H",25.7216,-79.26369
2014-09-30 14:40:00,"X345","L",25.72002,-79.2695
2014-09-30 14:45:00,"X345","H",25.72028,-79.26987
2014-09-30 15:33:00,"X345","H",25.72883,-79.25729
2014-09-30 15:43:00,"X345","H",25.72838,-79.25491
2014-09-30 15:48:00,"X345","H",25.7298,-79.25409
2014-09-30 23:51:00,"X345","H",25.72969,-79.25366
2014-09-30 23:56:00,"X345","H",25.72972,-79.2535
2014-10-01 02:31:00,"X345","H",25.72924,-79.25476
2014-10-01 02:41:00,"X345","H",25.72965,-79.25125
2014-10-01 02:51:00,"X345","H",25.73311,-79.24859
2014-10-01 14:17:00,"X345","H",25.72671,-79.2678
