"time","station","elasmo","sensor.value","sensor.unit","location","Agency","Species"
2016-12-20 06:43:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-20 06:44:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-20 06:46:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-20 14:52:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-20 15:07:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-21 21:22:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-21 21:28:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-21 21:30:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-21 21:32:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-21 21:35:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-21 21:45:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-21 22:45:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-21 22:47:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-21 22:49:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 02:26:00,124049,"17542",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 02:28:00,124049,"17542",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 03:51:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 03:53:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 03:59:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 04:02:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 04:09:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 04:16:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 04:19:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 04:21:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 04:26:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 12:02:00,124049,"17542",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 12:03:00,124049,"17542",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 21:21:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 21:26:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 21:28:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 21:31:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 21:32:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 21:34:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 21:37:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 21:39:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 21:41:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 21:43:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 21:45:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 22:37:00,104673,"16961",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 22:39:00,104673,"16961",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 22:45:00,104673,"16961",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 22:49:00,104673,"16961",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 22:53:00,104673,"16961",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 22:54:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 22:57:00,104673,"16961",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 22:58:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-22 23:05:00,104673,"16961",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 00:59:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 01:26:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 01:33:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 01:40:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 08:26:00,104668,"23154",NA,"","east wells north east","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 09:15:00,104668,"23154",NA,"","east wells north east","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 09:17:00,104668,"23154",NA,"","east wells north east","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 10:46:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 10:50:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 10:51:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 10:54:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 10:56:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 10:58:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 11:00:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 11:02:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 14:26:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 14:40:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 15:06:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 15:09:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 20:28:00,124049,"16961",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 20:30:00,124049,"16961",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 20:30:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 20:32:00,124049,"16961",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-12-23 20:33:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 18:31:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 18:33:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 18:47:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 18:50:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 18:51:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 18:53:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 18:55:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 18:56:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 18:58:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 19:01:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 19:03:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 19:08:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 22:26:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 22:31:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 22:33:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 22:35:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 22:37:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 22:39:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 22:41:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 22:43:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 22:45:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 22:47:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 22:48:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-24 22:50:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 11:19:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 11:21:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 11:23:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 11:25:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 11:27:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 11:28:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 11:30:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 11:33:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 11:35:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 11:37:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 11:40:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 11:42:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 11:46:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 11:49:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 12:50:00,104673,"23154",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 12:53:00,104673,"23154",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 12:54:00,104673,"23154",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 12:56:00,104673,"23154",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 12:58:00,104673,"23154",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 13:01:00,104673,"23154",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 13:03:00,104673,"23154",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 13:08:00,104673,"23154",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 15:40:00,104673,"23154",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 15:42:00,104673,"23154",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 15:45:00,104673,"23154",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 15:58:00,104673,"23154",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 17:03:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 17:05:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 17:07:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 17:09:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-25 17:18:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-26 11:18:00,124084,"23154",NA,"","north rock","BBFSF.Bim","Galeocerdo cuvier"
2016-12-26 11:20:00,124084,"23154",NA,"","north rock","BBFSF.Bim","Galeocerdo cuvier"
2016-12-26 11:22:00,124084,"23154",NA,"","north rock","BBFSF.Bim","Galeocerdo cuvier"
2016-12-26 16:49:00,124049,"23154",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-12-26 16:51:00,124049,"23154",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-12-28 12:35:00,126406,"23154",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-28 12:37:00,126406,"23154",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-28 12:39:00,126406,"23154",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-28 12:41:00,126406,"23154",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-28 12:43:00,126406,"23154",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-28 12:45:00,126406,"23154",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-28 12:47:00,126406,"23154",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-28 12:49:00,126406,"23154",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-28 12:58:00,126406,"23154",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-28 12:59:00,126406,"23154",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-28 13:03:00,126406,"23154",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-28 13:09:00,126406,"23154",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-28 13:11:00,126406,"23154",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-28 14:03:00,126406,"23154",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-28 14:12:00,126406,"23154",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-28 14:21:00,126406,"23154",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-28 14:25:00,126406,"23154",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-28 14:27:00,126406,"23154",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-28 14:29:00,126406,"23154",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-28 14:36:00,126406,"23154",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 12:25:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 12:27:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 12:30:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 12:32:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 12:34:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 12:37:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 12:39:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 12:41:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 12:43:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 12:47:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 12:49:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 12:51:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 12:53:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 12:55:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 13:01:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 16:00:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 16:02:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 16:04:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 16:06:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 16:08:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 16:10:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 16:12:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 16:13:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 16:15:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 16:17:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 16:20:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-29 16:22:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-31 23:46:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-31 23:48:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-31 23:50:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-31 23:52:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-31 23:55:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-31 23:57:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-31 23:59:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 00:02:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 00:04:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 00:05:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 00:07:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 00:09:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 01:45:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 01:47:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 01:49:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 01:54:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 01:56:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 01:58:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 02:00:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 02:01:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 02:11:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 11:23:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 11:25:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 11:27:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 11:29:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 11:42:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 11:43:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 11:45:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 11:47:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 11:49:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 11:53:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 11:55:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 11:57:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 14:29:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 14:31:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 14:33:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 14:44:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 14:51:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 14:53:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 14:55:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 14:58:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 15:00:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 15:02:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 15:07:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 15:08:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 15:11:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 15:14:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 15:20:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 15:23:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 15:25:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 15:28:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 15:30:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 15:32:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 15:34:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 15:52:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 15:54:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 15:56:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 15:58:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 16:00:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 16:02:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 16:05:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 16:07:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 16:10:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 16:14:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 17:35:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 17:39:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 17:43:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 17:50:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 17:52:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 17:54:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 17:56:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 17:58:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 18:00:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 18:03:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 18:05:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 18:07:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-01 18:09:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-02 05:22:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-02 05:51:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-02 05:57:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-02 06:21:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-02 06:23:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-02 06:25:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-02 06:27:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-02 06:29:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-02 06:31:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-02 06:33:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-02 06:34:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2017-01-02 06:36:00,125907,"23154",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
