"time","station","elasmo","sensor.value","sensor.unit","location","Agency","Species"
2016-10-04 05:41:00,124097,"19692",NA,"","grate west","BBFSF.Bim","Galeocerdo cuvier"
2016-10-04 05:48:00,124097,"19692",NA,"","grate west","BBFSF.Bim","Galeocerdo cuvier"
2016-10-04 10:07:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-04 10:09:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-04 10:11:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-04 10:12:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-04 10:15:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-04 10:16:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-04 10:18:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-04 10:21:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-04 10:23:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-05 20:53:00,126411,"19692",NA,"","west turtle","BBFSF.Bim","Galeocerdo cuvier"
2016-10-05 20:55:00,126411,"19692",NA,"","west turtle","BBFSF.Bim","Galeocerdo cuvier"
2016-10-05 20:57:00,126411,"19692",NA,"","west turtle","BBFSF.Bim","Galeocerdo cuvier"
2016-10-15 19:46:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-15 19:53:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-15 19:58:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-17 05:48:00,109655,"19692",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-10-17 05:49:00,109655,"19692",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-10-19 01:41:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-19 01:43:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-19 01:45:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-19 01:47:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-19 01:50:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-19 01:52:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-19 01:54:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-19 03:37:00,104673,"19692",NA,NA,"east wells north east","BBFSF.Bim","Galeocerdo cuvier"
2016-10-19 03:39:00,104673,"19692",NA,NA,"east wells north east","BBFSF.Bim","Galeocerdo cuvier"
2016-10-20 02:40:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-20 02:44:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-20 03:52:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-20 03:56:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-20 04:16:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-20 04:17:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-20 04:19:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-20 04:21:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-20 04:25:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-20 04:28:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-20 04:30:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-20 04:33:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-20 04:35:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-21 00:13:00,124081,"19692",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-21 00:15:00,124081,"19692",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-21 00:17:00,124081,"19692",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-21 00:19:00,124081,"19692",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-21 00:22:00,124081,"19692",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-21 00:24:00,124081,"19692",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-21 00:29:00,124081,"19692",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-23 18:38:00,124049,"19692",NA,NA,"north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-10-23 18:40:00,124049,"19692",NA,NA,"north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-10-23 18:42:00,124049,"19692",NA,NA,"north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-10-23 18:44:00,124049,"19692",NA,NA,"north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-10-23 18:47:00,124049,"19692",NA,NA,"north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-10-23 18:49:00,124049,"19692",NA,NA,"north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-10-27 17:34:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-27 17:36:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-27 17:38:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-27 17:40:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-27 17:43:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-27 17:45:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-27 17:48:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-27 17:50:00,106806,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-27 19:10:00,124081,"19692",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-27 19:12:00,124081,"19692",NA,"","pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-28 00:28:00,125907,"19692",NA,NA,"north rock","BBFSF.Bim","Galeocerdo cuvier"
2016-10-28 00:30:00,125907,"19692",NA,NA,"north rock","BBFSF.Bim","Galeocerdo cuvier"
2016-10-28 02:09:00,124049,"19692",NA,NA,"north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-10-28 02:10:00,124049,"19692",NA,NA,"north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-10-28 02:13:00,124049,"19692",NA,NA,"north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-10-28 02:14:00,124049,"19692",NA,NA,"north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-10-31 09:07:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-31 09:08:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-31 09:10:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-10-31 09:13:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-01 17:53:00,109655,"19692",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-11-01 17:55:00,109655,"19692",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-11-01 17:57:00,109655,"19692",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-11-01 18:02:00,109655,"19692",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-11-06 01:06:00,109655,"17542",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-11-06 01:08:00,109655,"17542",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-11-06 01:10:00,109655,"17542",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-11-08 14:32:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-08 14:34:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-08 14:36:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-08 14:38:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-08 14:40:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-08 14:42:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-08 14:44:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-08 14:46:00,106806,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-14 08:55:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-14 08:57:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-14 09:02:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-14 09:04:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-14 09:11:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-20 19:34:00,129748,"19692",NA,"","west round rock","BBFSF.Bim","Galeocerdo cuvier"
2016-11-20 19:36:00,129748,"19692",NA,"","west round rock","BBFSF.Bim","Galeocerdo cuvier"
2016-11-20 19:39:00,129748,"19692",NA,"","west round rock","BBFSF.Bim","Galeocerdo cuvier"
2016-11-20 19:41:00,129748,"19692",NA,"","west round rock","BBFSF.Bim","Galeocerdo cuvier"
2016-11-20 19:42:00,129748,"19692",NA,"","west round rock","BBFSF.Bim","Galeocerdo cuvier"
2016-11-20 19:58:00,129748,"19692",NA,"","west round rock","BBFSF.Bim","Galeocerdo cuvier"
2016-11-20 20:00:00,129748,"19692",NA,"","west round rock","BBFSF.Bim","Galeocerdo cuvier"
2016-11-20 20:02:00,129748,"19692",NA,"","west round rock","BBFSF.Bim","Galeocerdo cuvier"
2016-11-20 20:03:00,129748,"19692",NA,"","west round rock","BBFSF.Bim","Galeocerdo cuvier"
2016-11-20 20:21:00,108266,"19692",NA,"","northwest turtle rock","BBFSF.Bim","Galeocerdo cuvier"
2016-11-20 20:23:00,108266,"19692",NA,"","northwest turtle rock","BBFSF.Bim","Galeocerdo cuvier"
2016-11-20 20:24:00,108266,"19692",NA,"","northwest turtle rock","BBFSF.Bim","Galeocerdo cuvier"
2016-11-21 03:53:00,124049,"19692",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-11-21 03:58:00,124049,"19692",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-11-21 14:51:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-21 14:52:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-21 14:54:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-21 14:57:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-21 14:59:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-21 15:01:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-21 15:07:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-21 18:30:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-21 18:32:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-21 18:34:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-21 18:36:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-21 18:39:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-21 18:41:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-21 18:43:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-21 18:44:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-21 18:50:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-22 03:05:00,124084,"19692",NA,"","north rock","BBFSF.Bim","Galeocerdo cuvier"
2016-11-22 03:07:00,124084,"19692",NA,"","north rock","BBFSF.Bim","Galeocerdo cuvier"
2016-11-22 11:39:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-22 11:44:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-22 11:46:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-22 11:48:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-22 11:50:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-22 11:52:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-22 11:55:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-22 11:57:00,125907,"19692",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-22 19:30:00,126409,"19692",NA,"","west north west turtle","BBFSF.Bim","Galeocerdo cuvier"
2016-11-22 19:33:00,126409,"19692",NA,"","west north west turtle","BBFSF.Bim","Galeocerdo cuvier"
2016-11-24 20:02:00,124049,"17542",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-11-24 20:06:00,124049,"17542",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-11-24 20:08:00,124049,"17542",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-11-24 20:09:00,124049,"17542",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-11-24 20:11:00,124049,"17542",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-11-24 21:10:00,124049,"17542",NA,"","mini wall","BBFSF.Bim","Galeocerdo cuvier"
2016-11-28 00:50:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-28 00:52:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-28 00:54:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-28 00:55:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-11-28 01:08:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:01:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:03:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:05:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:07:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:09:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:11:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:12:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:14:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:16:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:18:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:20:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:22:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:24:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:28:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:30:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:32:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:34:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:35:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:37:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:39:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:41:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:46:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:48:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:50:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:52:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:54:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:56:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-04 20:58:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 20:42:00,125906,"16961",NA,NA,"north finger 1","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 20:54:00,125906,"16961",NA,NA,"north finger 1","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 20:56:00,125906,"16961",NA,NA,"north finger 1","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 20:58:00,125906,"16961",NA,NA,"north finger 1","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 21:00:00,125906,"16961",NA,NA,"north finger 1","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 22:07:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 22:09:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 22:15:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 22:17:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 22:28:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 22:30:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 22:34:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 22:36:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 22:39:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 22:47:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 22:49:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 22:52:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 22:56:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 23:00:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 23:02:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 23:05:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-05 23:07:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-11 23:36:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-12 00:20:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-12 00:23:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-12 00:25:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-12 00:26:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-12 00:27:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-12 00:30:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-12 00:31:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-12 00:34:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-12 00:38:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-13 17:00:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-13 17:09:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-14 08:22:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-14 08:31:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-14 08:34:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-14 08:37:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-14 08:41:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-14 08:43:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-14 08:45:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-14 08:47:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-14 08:53:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-14 08:55:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-14 08:58:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-14 08:59:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-14 09:01:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-14 09:03:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-14 09:05:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-14 16:45:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-14 16:47:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-14 16:55:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-14 16:57:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-14 16:59:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-14 17:01:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-17 20:40:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-17 20:41:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-17 20:42:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-17 20:44:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-17 20:45:00,125907,"17542",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-19 06:27:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-19 06:30:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-19 17:34:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-19 17:35:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-19 17:47:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-19 17:49:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-19 17:52:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-19 17:54:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-19 17:57:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-19 17:59:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-19 18:01:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-19 18:04:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-19 18:07:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-19 18:12:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-20 01:50:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-20 01:53:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-20 01:55:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-20 01:57:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-20 01:59:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-20 02:01:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-20 02:03:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-20 02:06:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-20 02:08:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-20 02:09:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-20 02:11:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-20 02:13:00,125907,"16961",NA,"","north pier","BBFSF.Bim","Galeocerdo cuvier"
2016-12-20 06:26:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-20 06:39:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
2016-12-20 06:41:00,126406,"16961",NA,"","north finger 2","BBFSF.Bim","Galeocerdo cuvier"
