ODBA ,resting,bursting,Tidal_Phase,Diel_Phase,Season,ID,Size
0.104636,0,15,1,2,1,1,78
0.188991,0,60,1,2,1,1,78
0.1102,0,3.33,1,2,1,1,78
0.0897395,3.33,0,1,2,1,1,78
0.0857062,0,0,1,2,1,1,78
0.105334,0,0,1,2,1,1,78
0.157209,0,21.67,2,2,1,1,78
0.110783,0,0,2,2,1,1,78
0.120662,0,0,2,2,1,1,78
0.084733,0,1.67,2,2,1,1,78
0.0842042,0,0,2,2,1,1,78
0.0827782,1.67,0,2,2,1,1,78
0.0945012,0,10,2,2,1,1,78
0.0859437,0,0,2,2,1,1,78
0.0924544,0,5,2,2,1,1,78
0.0819069,0,0,2,2,1,1,78
0.076741,0,0,2,2,1,1,78
0.0740727,0,0,2,2,1,1,78
0.0940447,0,0,2,2,1,1,78
0.0904373,0,3.33,2,2,1,1,78
0.080366,0,0,2,2,1,1,78
0.0927203,0,0,2,2,1,1,78
0.0871382,0,0,2,2,1,1,78
0.095384,0,1.67,2,2,1,1,78
0.0972255,0,0,2,2,1,1,78
0.0865253,0,0,2,2,1,1,78
0.0846708,0,0,2,2,1,1,78
0.102999,0,3.33,2,2,1,1,78
0.106636,0,5,2,2,1,1,78
0.0880797,6.67,8.33,2,2,1,1,78
0.0893643,0,0,2,2,1,1,78
0.0944585,0,0,2,2,1,1,78
0.107067,0,21.67,3,2,1,1,78
0.0791337,0,0,3,2,1,1,78
0.0831142,0,0,3,2,1,1,78
0.0823917,0,0,3,2,1,1,78
0.0770799,0,0,3,2,1,1,78
0.077001,0,0,3,2,1,1,78
0.0901905,0,0,3,2,1,1,78
0.074358,6.67,0,3,2,1,1,78
0.0768023,0,0,3,2,1,1,78
0.073176,11.67,0,3,2,1,1,78
0.0757967,3.33,0,3,2,1,1,78
0.0271152,100,0,3,2,1,1,78
0.0309268,100,0,3,2,1,1,78
0.0285117,100,0,3,2,1,1,78
0.030587,100,0,3,2,1,1,78
0.0773597,0,5,3,2,1,1,78
0.0734023,0,0,3,2,1,1,78
0.0691348,0,0,3,2,1,1,78
0.0624825,0,0,3,2,1,1,78
0.074359,0,0,3,2,1,1,78
0.0689895,0,0,3,2,1,1,78
0.0694957,5,0,3,2,1,1,78
0.0680365,0,0,3,2,1,1,78
0.0669712,1.67,0,3,2,1,1,78
0.078259,0,0,3,2,1,1,78
0.0836377,0,0,3,2,1,1,78
0.0701404,0,0,3,2,1,1,78
0.0794667,0,0,3,2,1,1,78
0.0716633,0,0,3,3,1,1,78
0.0724237,0,0,3,3,1,1,78
0.075918,0,0,3,3,1,1,78
0.0849582,0,1.67,3,3,1,1,78
0.0961907,0,26.67,3,3,1,1,78
0.0914995,0,15,3,3,1,1,78
0.0778068,0,0,3,3,1,1,78
0.085412,0,1.67,3,3,1,1,78
0.075646,0,0,3,3,1,1,78
0.0788658,0,5,3,3,1,1,78
0.078726,0,3.33,3,3,1,1,78
0.0757073,0,0,3,3,1,1,78
0.0829039,0,0,3,3,1,1,78
0.080934,0,0,3,3,1,1,78
0.0828692,0,1.67,3,3,1,1,78
0.0804889,0,3.33,3,3,1,1,78
0.0822626,0,16.67,3,3,1,1,78
0.075422,0,1.67,3,3,1,1,78
0.0746953,0,0,3,3,1,1,78
0.0835883,0,5,3,3,1,1,78
0.131288,0,10,3,3,1,1,78
0.0728878,0,0,3,3,1,1,78
0.0772432,0,0,3,3,1,1,78
0.104607,0,8.33,3,3,1,1,78
0.0788502,0,0,2,4,1,1,78
0.0834483,0,3.33,2,4,1,1,78
0.0808288,0,0,2,4,1,1,78
0.104149,0,25,2,4,1,1,78
0.0838194,0,10,2,4,1,1,78
0.0693329,0,0,2,4,1,1,78
0.0687089,0,0,2,4,1,1,78
0.0818383,0,0,2,4,1,1,78
0.0740302,0,0,2,4,1,1,78
0.0735706,0,3.33,2,4,1,1,78
0.096955,0,0,2,4,1,1,78
0.0752435,0,0,2,4,1,1,78
0.0673642,0,0,2,4,1,1,78
0.0918725,0,23.33,2,4,1,1,78
0.0830413,0,10,2,4,1,1,78
0.0792857,1.67,0,2,4,1,1,78
0.0922367,0,20,2,4,1,1,78
0.0686999,0,0,2,4,1,1,78
0.076297,0,10,2,4,1,1,78
0.0688978,0,0,2,4,1,1,78
